accommodates,bathrooms,bedrooms,price,cleaning_fee,security_deposit,extra_people,guests_included,distance,size,host_has_profile_pic,room_type,bed_type,minimum_nights,instant_bookable,is_business_travel_ready,cancellation_policy,Laptop_friendly_workspace,TV,Family_kid_friendly,Host_greets_you,Smoking_allowed
4,1.0,1.0,60.0,60.0,200.0,0.0,1,6.4538499628118435,15.0,t,Entire home/apt,Real Bed,4,t,f,moderate,True,True,True,False,False
2,1.0,1.0,49.0,50.0,250.0,0.0,1,3.7718010261183377,56.72266718103675,t,Entire home/apt,Real Bed,3,f,f,moderate,True,False,False,False,False
6,1.0,1.0,155.0,45.0,0.0,22.0,4,2.7604901046444708,106.49626238158442,t,Entire home/apt,Real Bed,1,t,f,strict_14_with_grace_period,False,False,False,False,False
4,1.0,1.0,58.0,25.0,200.0,20.0,2,0.5469458735047902,46.0,t,Entire home/apt,Real Bed,4,f,f,flexible,True,True,True,True,True
2,2.0,1.0,25.0,15.0,100.0,15.0,1,17.06364593306874,30.0,t,Private room,Real Bed,1,t,f,flexible,True,False,False,True,False
2,1.0,1.0,38.0,20.0,0.0,10.0,1,5.2566361003566495,52.363506804933024,t,Private room,Real Bed,2,t,f,strict_14_with_grace_period,True,False,False,True,False
4,1.0,2.0,48.0,40.0,2000.0,15.0,1,5.94019482322922,71.31866206168674,t,Entire home/apt,Real Bed,1,t,f,flexible,True,True,True,False,False
2,1.0,1.0,50.0,25.0,0.0,15.0,1,2.0126179659147128,60.61935188763343,t,Private room,Real Bed,3,t,f,strict_14_with_grace_period,True,False,True,True,False
2,1.0,1.0,35.0,15.0,0.0,15.0,1,4.034952902517648,40.0,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,False,False,False,False,True
2,1.0,1.0,55.0,15.0,0.0,10.0,1,6.813034870781329,20.0,t,Private room,Real Bed,2,f,f,flexible,False,False,False,True,False
2,1.0,1.0,65.0,0.0,0.0,0.0,1,3.857791348503194,20.0,t,Shared room,Real Bed,2,f,f,flexible,False,True,False,False,True
2,1.0,1.0,25.0,10.0,0.0,10.0,1,4.653388689532127,47.148772739664366,t,Private room,Real Bed,5,f,f,flexible,True,True,False,False,True
3,1.0,2.0,80.0,0.0,0.0,0.0,1,7.1756256248057815,20.0,t,Entire home/apt,Real Bed,2,f,f,flexible,True,True,False,False,False
2,1.0,1.0,25.0,0.0,0.0,9.0,1,5.463677942651475,44.936101610497936,t,Private room,Real Bed,3,f,f,strict_14_with_grace_period,True,False,True,True,True
2,1.0,1.0,36.0,15.0,0.0,4.0,1,5.4766730609652985,15.0,t,Private room,Real Bed,30,f,f,flexible,True,False,True,True,False
3,1.0,1.0,25.0,0.0,0.0,0.0,1,6.003002134283018,42.50971381198308,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,True
5,1.0,1.0,65.0,0.0,0.0,35.0,1,9.53402430286084,40.0,t,Private room,Real Bed,1,f,f,moderate,True,True,True,True,False
4,1.0,2.0,36.0,0.0,500.0,0.0,1,4.3967487519308825,10.0,t,Entire home/apt,Real Bed,50,f,f,strict_14_with_grace_period,False,True,True,False,False
2,1.0,1.0,52.0,39.0,0.0,0.0,1,4.376371668499971,55.033571445332655,t,Entire home/apt,Real Bed,1,f,f,moderate,True,True,False,False,False
2,1.0,1.0,44.0,0.0,100.0,10.0,1,1.1961841402344195,53.58587694544681,t,Entire home/apt,Real Bed,1,f,f,moderate,True,True,False,False,True
3,1.0,1.0,28.0,10.0,0.0,10.0,1,0.9620506562882778,51.782312740467475,t,Private room,Real Bed,1,t,f,moderate,False,False,False,True,False
2,1.0,1.0,69.0,19.0,0.0,0.0,1,0.8967555000398152,59.12699479225019,t,Private room,Real Bed,5,t,f,flexible,False,False,False,False,False
2,1.0,1.0,40.0,5.0,100.0,0.0,1,4.412578804166931,46.86971205455853,t,Entire home/apt,Real Bed,3,f,f,flexible,False,True,False,False,False
4,2.0,2.0,130.0,100.0,3000.0,0.0,1,0.8813608285485752,300.0,t,Entire home/apt,Real Bed,180,t,f,flexible,True,True,False,False,False
5,1.5,3.0,65.0,50.0,300.0,20.0,1,3.1039943062978117,83.45891754905604,t,Entire home/apt,Real Bed,3,f,f,strict_14_with_grace_period,False,False,True,False,False
2,1.0,1.0,24.0,5.0,0.0,0.0,1,3.6232348305582343,41.83815450988543,t,Private room,Real Bed,1,t,f,strict_14_with_grace_period,True,False,True,False,True
2,1.0,1.0,40.0,30.0,400.0,0.0,1,2.8755123747895124,52.01720032928874,t,Entire home/apt,Real Bed,3,t,f,flexible,False,False,False,False,False
3,1.0,1.0,65.0,20.0,0.0,15.0,2,2.862625887669671,40.0,t,Private room,Real Bed,3,f,f,strict_14_with_grace_period,True,True,False,False,True
2,1.0,2.0,45.0,0.0,0.0,0.0,1,7.1746399263228575,46.227671101231486,t,Entire home/apt,Real Bed,1,f,f,flexible,False,False,True,False,False
2,1.0,1.0,80.0,30.0,0.0,0.0,1,6.760458023273982,61.56336966306765,t,Entire home/apt,Real Bed,1,f,f,strict_14_with_grace_period,True,False,True,True,True
2,1.0,1.0,25.0,0.0,0.0,5.0,1,3.6746385745469534,43.81354288093442,t,Private room,Real Bed,2,f,f,moderate,True,False,False,False,False
4,1.0,2.0,69.0,30.0,0.0,0.0,1,5.44454899924168,62.8581298058028,t,Entire home/apt,Real Bed,1,f,f,flexible,True,True,True,False,False
2,1.5,1.0,25.0,0.0,0.0,0.0,1,5.041553613986365,46.296071171255896,t,Entire home/apt,Couch,1,f,f,flexible,False,False,False,False,False
2,1.0,1.0,75.0,15.0,0.0,20.0,1,5.877586370253797,67.79803344987252,t,Entire home/apt,Real Bed,2,f,f,strict_14_with_grace_period,False,True,True,False,True
2,1.0,1.0,44.0,24.0,100.0,0.0,2,2.2170245702813034,51.288575944557714,t,Private room,Real Bed,4,f,f,strict_14_with_grace_period,False,False,False,False,True
2,1.0,1.0,65.0,35.0,0.0,0.0,1,6.415441312405195,20.0,t,Private room,Real Bed,4,t,f,moderate,False,False,False,False,False
3,1.0,0.0,35.0,30.0,100.0,11.0,1,8.48975891535123,160.0,t,Entire home/apt,Real Bed,1,t,f,strict_14_with_grace_period,False,False,True,True,False
2,1.0,1.0,25.0,0.0,0.0,0.0,1,5.6351131529384295,25.0,t,Private room,Real Bed,3,f,f,flexible,True,False,False,False,True
2,1.0,1.0,58.0,0.0,400.0,40.0,2,2.880393696422517,10.0,t,Entire home/apt,Pull-out Sofa,3,f,f,flexible,False,False,True,False,True
4,2.0,1.0,25.0,15.0,90.0,15.0,2,6.262342412419372,200.0,t,Private room,Real Bed,1,t,f,strict_14_with_grace_period,False,False,False,True,True
1,1.0,1.0,14.0,0.0,0.0,0.0,1,4.2990639719835695,35.6199311741795,t,Private room,Real Bed,1,f,f,flexible,False,False,False,False,True
4,1.0,1.0,55.0,45.0,500.0,0.0,1,5.348228133616198,10.0,t,Entire home/apt,Real Bed,3,f,f,strict_14_with_grace_period,False,True,True,False,True
2,1.0,1.0,50.0,15.0,0.0,10.0,2,5.42889318114784,54.94630750989561,t,Entire home/apt,Real Bed,3,t,f,flexible,True,False,False,True,False
2,1.5,1.0,71.0,0.0,0.0,0.0,1,1.3308029388977365,62.3883442275791,t,Entire home/apt,Real Bed,1,f,f,flexible,False,False,False,False,False
2,1.5,1.0,55.0,30.0,0.0,0.0,1,1.4138451288372569,61.47180636107378,t,Private room,Real Bed,3,f,f,flexible,True,False,False,False,False
2,1.0,1.0,39.0,0.0,0.0,20.0,1,2.24294484243687,55.969436032710206,t,Private room,Real Bed,2,f,f,moderate,True,False,False,True,False
2,1.5,1.0,55.0,20.0,0.0,10.0,1,3.6672227529215764,63.857953465236406,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,False
2,1.0,1.0,56.0,18.0,0.0,0.0,2,4.5392167331457856,52.88607007113783,t,Private room,Real Bed,2,f,f,moderate,True,False,False,False,False
1,1.0,1.0,25.0,0.0,0.0,0.0,1,3.040728031172796,15.0,t,Private room,Real Bed,2,f,f,flexible,True,False,False,True,False
1,1.0,1.0,40.0,12.0,100.0,0.0,1,4.5467424914874455,45.69683546808631,t,Private room,Real Bed,1,f,f,moderate,False,True,False,False,False
2,1.0,1.0,45.0,30.0,250.0,15.0,1,3.2961147511641835,60.02682874189063,t,Private room,Real Bed,7,f,f,strict_14_with_grace_period,True,True,False,True,False
4,1.0,2.0,60.0,30.0,0.0,0.0,1,3.83611243083199,15.0,t,Private room,Real Bed,4,t,f,flexible,False,False,True,False,False
4,1.0,1.0,70.0,0.0,0.0,0.0,1,5.930231241434598,100.0,t,Entire home/apt,Real Bed,1,f,f,flexible,False,False,True,False,False
2,1.0,1.0,30.0,10.0,100.0,0.0,1,2.545485817517529,45.22662334940344,t,Private room,Real Bed,1,f,f,flexible,True,False,True,False,False
1,1.0,0.0,29.0,10.0,0.0,0.0,1,3.1322702539466643,42.21733527916443,t,Private room,Real Bed,4,f,f,moderate,True,True,False,False,True
1,1.0,1.0,24.0,20.0,300.0,10.0,1,12.624904176479633,22.0,t,Private room,Real Bed,10,f,f,moderate,True,False,False,True,True
2,1.0,1.0,35.0,15.0,100.0,10.0,1,6.054203933243804,50.718525078131215,t,Private room,Real Bed,3,f,f,moderate,True,False,True,True,False
2,1.0,1.0,25.0,20.0,0.0,15.0,1,4.518676895326307,15.0,t,Private room,Real Bed,3,t,f,strict_14_with_grace_period,True,False,False,True,True
4,1.0,3.0,78.0,0.0,2000.0,10.0,2,6.93515415984347,72.00196518749388,t,Entire home/apt,Real Bed,3,f,f,moderate,False,False,False,False,False
2,1.0,1.0,50.0,20.0,0.0,20.0,1,2.8352548424599586,61.944634407958354,t,Private room,Real Bed,3,t,f,moderate,True,False,False,True,False
4,1.0,1.0,70.0,20.0,200.0,0.0,1,1.3991787651521441,64.20758323576902,t,Entire home/apt,Real Bed,2,f,f,moderate,True,False,True,False,False
4,1.0,2.0,98.0,280.0,1000.0,0.0,1,3.544858959171614,50.0,t,Entire home/apt,Real Bed,150,t,f,strict_14_with_grace_period,True,True,False,False,False
4,1.5,2.0,100.0,50.0,0.0,10.0,2,3.1991145059316013,86.13927980640463,t,Entire home/apt,Real Bed,5,f,f,strict_14_with_grace_period,True,False,True,False,False
3,1.0,1.0,50.0,30.0,0.0,15.0,1,1.7274771512810403,63.520140149160824,t,Private room,Real Bed,1,t,f,flexible,False,False,False,False,True
1,1.0,1.0,20.0,0.0,0.0,0.0,1,5.380333612592853,37.0383023102709,t,Private room,Real Bed,5,f,f,flexible,True,False,False,False,False
2,1.0,1.0,31.0,0.0,0.0,25.0,1,6.46388753325013,53.99162090527739,t,Private room,Real Bed,1,f,f,moderate,False,False,True,False,False
2,1.0,1.0,26.0,0.0,0.0,0.0,1,6.919409437548577,40.341801104005626,t,Private room,Real Bed,1,t,f,flexible,True,True,True,True,False
1,1.0,1.0,18.0,10.0,0.0,0.0,1,4.781213435396004,15.0,t,Shared room,Real Bed,1,t,f,flexible,True,False,False,True,False
3,1.0,1.0,26.0,0.0,0.0,0.0,1,3.1162922938296402,20.0,t,Private room,Real Bed,3,f,f,flexible,True,False,False,False,True
2,1.0,1.0,30.0,30.0,0.0,5.0,1,3.0849285705858507,49.79939813574912,t,Private room,Real Bed,5,f,f,moderate,False,True,False,True,False
2,1.0,1.0,50.0,0.0,150.0,0.0,2,3.3924292823875817,130.0,t,Private room,Real Bed,14,t,f,moderate,True,False,True,True,True
9,2.5,4.0,170.0,60.0,500.0,30.0,4,4.022339223253667,12.0,t,Entire home/apt,Real Bed,1,f,f,strict_14_with_grace_period,False,True,True,True,False
2,1.0,1.0,45.0,0.0,0.0,0.0,1,2.117121029488692,48.41030326751694,t,Entire home/apt,Real Bed,7,f,f,flexible,False,False,True,False,False
3,1.0,1.0,55.0,10.0,0.0,10.0,2,3.3002224881302733,10.0,t,Private room,Real Bed,2,f,f,moderate,False,False,True,False,False
3,2.0,1.0,40.0,0.0,0.0,10.0,2,1.2624632037524377,64.52175758116292,t,Private room,Real Bed,1,f,f,moderate,True,False,True,False,False
2,1.0,1.0,75.0,0.0,0.0,20.0,1,3.7301409784581314,66.65396439964616,t,Private room,Real Bed,1,f,f,moderate,True,True,False,False,True
1,1.0,1.0,49.0,13.0,100.0,15.0,1,3.8416474129763545,56.101531011123974,t,Private room,Real Bed,2,f,f,moderate,True,False,False,False,False
1,1.0,1.0,32.0,25.0,150.0,30.0,1,1.4728701867620648,26.0,t,Private room,Real Bed,6,f,f,strict_14_with_grace_period,True,False,False,True,False
3,1.0,2.0,60.0,20.0,0.0,0.0,1,9.061408665585867,70.0,t,Entire home/apt,Real Bed,1,f,f,flexible,True,True,False,True,False
6,1.0,3.0,114.0,50.0,300.0,0.0,1,3.206606582244321,75.0,t,Entire home/apt,Real Bed,7,f,f,strict_14_with_grace_period,True,True,True,False,False
3,1.0,1.0,35.0,25.0,0.0,30.0,1,6.890342382487294,62.988045293824854,t,Private room,Real Bed,2,t,f,flexible,False,False,False,False,False
1,1.0,1.0,15.0,0.0,0.0,0.0,1,5.543343300309076,35.393644567477345,t,Private room,Real Bed,25,t,f,flexible,True,False,False,False,False
2,1.0,1.0,21.0,20.0,0.0,10.0,1,3.0311282668846835,200.0,t,Private room,Real Bed,7,t,f,moderate,True,True,False,True,False
3,1.0,1.0,83.0,40.0,0.0,15.0,2,13.754666234332412,46.0,t,Entire home/apt,Real Bed,4,f,f,strict_14_with_grace_period,False,True,True,True,False
2,1.0,1.0,18.0,0.0,0.0,8.0,1,4.0750206663078306,42.86151559512338,t,Private room,Real Bed,2,f,f,flexible,False,False,False,False,True
3,1.0,1.0,20.0,0.0,0.0,10.0,1,7.575494966368461,45.00336781603757,t,Shared room,Real Bed,3,f,f,flexible,True,False,True,False,False
2,1.0,1.0,60.0,30.0,0.0,20.0,2,3.490583856226081,25.0,t,Private room,Real Bed,4,t,f,flexible,True,True,False,True,False
2,2.0,1.0,24.0,0.0,0.0,5.0,1,2.853589270876593,54.76077791920594,t,Private room,Real Bed,5,f,f,moderate,True,True,False,False,True
3,1.0,1.0,20.0,0.0,0.0,0.0,1,5.313848819113215,10.0,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,True
4,3.0,1.0,89.0,10.0,0.0,0.0,4,1.6696816578379967,88.53740194754192,t,Private room,Real Bed,1,f,f,strict_14_with_grace_period,True,True,True,False,False
7,1.0,1.0,24.0,20.0,150.0,15.0,1,5.5647324518358765,61.1275635655783,t,Private room,Real Bed,1,f,f,flexible,True,True,True,True,False
2,2.0,1.0,25.0,5.0,0.0,5.0,1,7.5034802452746225,10.0,t,Private room,Real Bed,2,f,f,flexible,False,True,False,False,True
2,1.0,0.0,35.0,0.0,0.0,20.0,1,14.452817740939144,30.0,t,Entire home/apt,Real Bed,1,f,f,moderate,True,True,False,True,False
2,1.0,1.0,60.0,35.0,0.0,10.0,1,5.53874469809626,61.24328840454229,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,False
2,1.0,2.0,80.0,15.0,1000.0,20.0,2,2.494584376067342,73.81951965786867,t,Entire home/apt,Real Bed,4,f,f,flexible,True,True,False,True,False
1,1.0,1.0,50.0,30.0,0.0,20.0,1,3.098598982747122,61.13115292006328,t,Private room,Real Bed,3,f,f,flexible,False,True,False,True,False
2,1.0,1.0,40.0,0.0,0.0,20.0,1,4.514237165450291,55.296579901040026,t,Private room,Real Bed,2,t,f,strict_14_with_grace_period,True,False,False,True,False
6,1.0,4.0,160.0,60.0,500.0,10.0,5,2.7865221597606395,10.0,t,Entire home/apt,Real Bed,4,t,f,strict_14_with_grace_period,True,True,True,True,False
3,1.0,1.0,65.0,30.0,300.0,30.0,2,1.1353748272262727,76.21504796424267,t,Entire home/apt,Real Bed,4,f,f,strict_14_with_grace_period,True,False,True,False,False
2,1.0,1.0,29.0,0.0,0.0,10.0,1,8.180744721953474,20.0,t,Private room,Real Bed,28,t,f,strict_14_with_grace_period,True,False,True,False,False
2,1.0,1.0,30.0,0.0,0.0,0.0,1,6.257017484299481,15.0,t,Private room,Real Bed,1,f,f,flexible,False,True,False,False,False
2,1.0,1.0,45.0,20.0,100.0,35.0,2,3.904869357810029,66.94448800727992,t,Private room,Real Bed,1,f,f,flexible,False,False,False,False,False
2,1.0,2.0,59.0,0.0,0.0,0.0,1,6.2266712738669145,51.04644665519435,t,Entire home/apt,Real Bed,2,f,f,flexible,True,False,False,True,False
5,1.0,1.0,52.0,32.0,108.0,10.0,2,6.168121650812174,64.22762649890971,t,Entire home/apt,Real Bed,1,t,f,super_strict_30,False,True,False,False,False
3,1.0,1.0,85.0,20.0,0.0,35.0,2,1.6154971667902085,82.2756763035483,t,Entire home/apt,Real Bed,3,t,f,moderate,True,True,False,False,False
3,1.0,1.0,45.0,20.0,0.0,10.0,1,4.028028718250401,57.18521513065553,t,Private room,Real Bed,3,f,f,moderate,True,True,True,True,True
2,1.0,1.0,55.0,35.0,84.0,0.0,1,3.6204465899826066,56.036948518413155,t,Private room,Real Bed,3,f,f,strict_14_with_grace_period,True,False,False,False,False
2,1.0,1.0,60.0,10.0,0.0,10.0,1,2.8941185843024915,58.930185907509326,t,Private room,Real Bed,4,t,f,flexible,True,False,False,False,False
1,1.0,1.0,65.0,30.0,100.0,10.0,1,4.3576518090769065,60.89252616471925,t,Entire home/apt,Real Bed,10,t,f,flexible,True,False,False,False,False
4,1.0,2.0,45.0,15.0,0.0,15.0,2,3.531685646564752,72.0,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,True,False,True,False,False
4,1.0,1.0,49.0,30.0,0.0,23.0,1,1.9448573906982047,69.0,t,Private room,Real Bed,3,t,f,moderate,True,True,True,False,False
3,1.0,1.0,50.0,0.0,0.0,0.0,1,3.8978203840076993,51.29398298396717,t,Entire home/apt,Real Bed,3,t,f,flexible,True,False,True,False,False
2,1.0,2.0,35.0,25.0,100.0,0.0,1,1.808664128512888,49.21511376916958,t,Entire home/apt,Real Bed,10,f,f,moderate,False,True,True,False,False
1,1.0,1.0,45.0,10.0,300.0,0.0,1,0.9388133722452112,55.0,t,Shared room,Real Bed,355,f,f,moderate,False,True,False,False,False
2,1.0,1.0,42.0,0.0,250.0,0.0,1,3.904292237290887,50.0,t,Entire home/apt,Real Bed,2,f,f,moderate,False,False,False,False,False
2,1.0,1.0,43.0,10.0,300.0,15.0,1,1.0845951157687128,80.0,t,Private room,Real Bed,3,f,f,strict_14_with_grace_period,True,False,False,False,False
2,1.0,1.0,39.0,0.0,0.0,0.0,1,7.48260692623178,200.0,t,Entire home/apt,Real Bed,3,f,f,moderate,False,True,False,True,True
6,1.0,1.0,140.0,0.0,0.0,10.0,1,1.6903129584443841,91.58561654271759,t,Private room,Real Bed,1,f,f,moderate,True,False,False,False,False
2,1.0,1.0,45.0,15.0,0.0,5.0,1,2.9148903340533177,52.51683754849434,t,Entire home/apt,Real Bed,15,f,f,moderate,True,False,False,False,False
2,2.0,1.0,25.0,0.0,0.0,10.0,1,4.096755718957575,25.0,t,Private room,Real Bed,3,f,f,strict_14_with_grace_period,False,False,False,False,False
8,1.0,3.0,94.0,25.0,0.0,10.0,2,1.6237406716422214,20.0,t,Entire home/apt,Real Bed,2,f,f,moderate,True,True,False,False,True
2,1.0,1.0,25.0,0.0,0.0,0.0,1,14.356076960710164,30.0,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,False
2,1.0,1.0,45.0,0.0,250.0,0.0,2,6.146802608800894,47.078088029991896,t,Private room,Real Bed,2,t,f,moderate,False,False,False,False,False
2,1.0,1.0,55.0,20.0,0.0,5.0,2,3.8888333833916753,55.50675471061409,t,Entire home/apt,Real Bed,3,t,f,moderate,True,True,True,True,True
2,1.0,1.0,40.0,20.0,0.0,20.0,1,3.309878377950759,10.0,t,Private room,Real Bed,3,t,f,moderate,True,False,False,True,False
5,1.0,2.0,40.0,30.0,300.0,20.0,1,3.8602115018119987,80.0,t,Entire home/apt,Real Bed,3,f,f,strict_14_with_grace_period,True,False,True,True,False
2,1.0,1.0,30.0,0.0,0.0,0.0,1,5.796570677047488,42.08905975901564,t,Private room,Real Bed,1,t,f,flexible,True,True,False,True,False
2,1.0,0.0,30.0,10.0,0.0,10.0,1,4.933158012307588,48.58440311146218,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,False,False,False,False,True
2,1.0,0.0,40.0,10.0,0.0,15.0,1,3.4713610210850208,54.74317571663057,t,Entire home/apt,Real Bed,1,t,f,strict_14_with_grace_period,True,False,False,True,False
2,1.5,1.0,35.0,10.0,100.0,15.0,1,6.37379190626058,57.7150345769287,t,Private room,Real Bed,3,f,f,moderate,True,False,False,True,False
5,1.0,1.0,93.0,35.0,150.0,12.0,3,4.903616098156874,60.0,t,Entire home/apt,Real Bed,2,f,f,moderate,True,False,True,True,False
3,1.0,1.0,45.0,10.0,0.0,5.0,2,4.4211546349564514,52.826707524247354,t,Entire home/apt,Real Bed,3,f,f,moderate,True,False,True,False,False
4,1.0,1.0,99.0,75.0,250.0,35.0,2,6.825018195263017,94.96666816367485,t,Entire home/apt,Real Bed,7,f,f,strict_14_with_grace_period,True,True,True,False,False
2,1.0,1.0,28.0,10.0,85.0,15.0,2,6.820170436471301,49.38760305370208,t,Entire home/apt,Real Bed,20,f,f,moderate,False,False,True,False,True
2,1.0,1.0,30.0,0.0,0.0,0.0,1,5.277730216856914,42.314663854620974,t,Private room,Real Bed,25,t,f,flexible,True,False,False,False,False
4,1.0,2.0,69.0,45.0,250.0,0.0,1,3.1251717649766677,75.0,t,Entire home/apt,Real Bed,7,t,f,moderate,False,False,True,False,False
2,1.0,1.0,42.0,20.0,400.0,0.0,1,3.511168308767634,50.98509363934257,t,Entire home/apt,Real Bed,24,f,f,moderate,True,True,False,False,False
3,1.0,1.0,50.0,0.0,0.0,0.0,1,4.497455960930371,15.0,t,Entire home/apt,Real Bed,3,f,f,flexible,False,False,True,False,False
2,1.0,2.0,70.0,30.0,0.0,0.0,1,2.3028480420531134,90.0,t,Entire home/apt,Real Bed,1,f,f,flexible,False,True,True,False,False
4,1.0,1.0,125.0,40.0,82.0,15.0,2,1.3657559531759609,50.0,t,Entire home/apt,Real Bed,1,t,f,moderate,True,True,True,False,False
2,1.0,1.0,49.0,20.0,0.0,30.0,2,0.8622049492301754,22.0,t,Private room,Real Bed,2,t,f,strict_14_with_grace_period,True,True,True,True,True
1,3.0,0.0,15.0,0.0,0.0,0.0,1,2.9799166207823764,58.30174418618301,t,Private room,Real Bed,20,t,f,flexible,False,True,False,False,True
3,1.0,1.0,27.0,0.0,0.0,0.0,1,6.036498359196753,15.0,t,Private room,Real Bed,1,f,f,flexible,False,False,False,False,False
2,1.0,1.0,33.0,10.0,0.0,11.0,1,2.494360564425764,13.0,t,Private room,Real Bed,3,t,f,moderate,True,False,False,True,False
2,1.0,1.0,69.0,25.0,150.0,35.0,1,2.7748708304227794,160.0,t,Private room,Real Bed,1,f,f,moderate,True,True,False,True,True
2,1.0,1.0,60.0,30.0,0.0,7.0,2,2.522586005958105,50.0,t,Private room,Real Bed,2,f,f,moderate,True,True,False,False,False
8,2.0,3.0,130.0,25.0,0.0,0.0,1,6.794357945518294,15.0,t,Entire home/apt,Real Bed,3,f,f,moderate,False,True,True,True,False
2,1.0,1.0,50.0,0.0,0.0,0.0,1,4.965897910821702,48.74536502233171,t,Entire home/apt,Pull-out Sofa,4,t,f,flexible,True,False,True,False,False
1,1.0,1.0,17.0,0.0,0.0,0.0,1,4.062949508342487,20.0,t,Private room,Real Bed,29,f,f,flexible,True,False,False,False,False
2,1.0,1.0,42.0,5.0,0.0,0.0,1,1.550576649515221,14.0,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,True,True,True,False,False
1,1.0,1.0,60.0,0.0,0.0,0.0,1,5.0543602535578005,10.0,t,Entire home/apt,Real Bed,1,f,f,flexible,True,False,False,False,False
1,1.0,1.0,26.0,10.0,0.0,0.0,1,0.8220533178366973,42.29410243313795,t,Shared room,Real Bed,2,f,f,flexible,True,False,False,False,True
2,1.0,1.0,40.0,30.0,85.0,0.0,1,5.395838810545619,15.0,t,Entire home/apt,Real Bed,5,f,f,moderate,False,True,False,False,False
2,1.0,1.0,26.0,10.0,100.0,0.0,1,2.8861209557568888,43.81948531782119,t,Private room,Real Bed,3,f,f,flexible,True,False,False,False,False
3,1.0,1.0,33.0,15.0,90.0,10.0,1,4.5083808064879545,52.81149764042878,t,Private room,Real Bed,4,t,f,flexible,True,True,False,False,True
3,1.0,1.0,50.0,0.0,0.0,20.0,2,1.7082569675711488,61.321679954120604,t,Private room,Real Bed,2,f,f,moderate,True,True,True,True,False
3,1.0,1.0,90.0,0.0,0.0,0.0,1,3.6913243409230114,63.973990565235475,t,Entire home/apt,Real Bed,14,f,f,flexible,False,True,True,False,False
2,1.0,1.0,25.0,10.0,0.0,15.0,1,3.791365864567168,15.0,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,False,False,True,False,True
2,1.0,1.0,35.0,0.0,0.0,15.0,1,4.559690143288049,51.32744442776246,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,False
2,1.0,1.0,18.0,5.0,0.0,10.0,2,7.16385270243325,42.73451214884472,t,Private room,Real Bed,4,t,f,moderate,True,False,False,True,False
2,1.0,1.0,21.0,0.0,100.0,0.0,1,8.063590820815191,10.0,t,Private room,Real Bed,2,t,f,flexible,True,True,False,False,False
2,1.0,1.0,25.0,0.0,0.0,0.0,1,5.107842006914091,10.0,t,Private room,Real Bed,5,f,f,moderate,True,False,False,False,False
1,1.0,1.0,30.0,0.0,0.0,0.0,1,6.889177516839466,10.0,t,Entire home/apt,Real Bed,4,t,f,flexible,True,False,True,False,False
1,1.0,1.0,32.0,75.0,250.0,0.0,1,4.64247482147168,52.37209072458261,t,Entire home/apt,Pull-out Sofa,6,f,f,moderate,True,True,False,False,False
2,1.0,1.0,25.0,10.0,100.0,10.0,1,5.348670792982298,42.0,t,Private room,Real Bed,7,f,f,moderate,True,False,False,False,False
2,1.0,1.0,41.0,0.0,0.0,0.0,1,2.791982596774429,46.85783568467975,t,Private room,Real Bed,5,f,f,flexible,False,False,False,False,False
6,1.0,2.0,100.0,25.0,0.0,20.0,4,2.6373798254158536,85.53406375945764,t,Entire home/apt,Real Bed,2,t,f,moderate,False,True,True,True,False
5,1.0,1.0,25.0,20.0,150.0,15.0,1,5.476502464620962,57.31229829001686,t,Private room,Real Bed,2,f,f,moderate,True,True,True,True,False
4,1.0,1.0,45.0,10.0,200.0,25.0,1,4.749797168574782,65.37452022586055,t,Private room,Real Bed,1,f,f,moderate,False,False,True,False,False
2,1.0,1.0,30.0,15.0,100.0,5.0,1,6.044560150793346,15.0,t,Private room,Real Bed,3,f,f,flexible,False,False,False,False,True
2,1.0,1.0,35.0,15.0,100.0,0.0,1,1.5514439612204058,47.925243209838754,t,Private room,Real Bed,4,f,f,flexible,False,False,False,False,True
4,1.0,0.0,50.0,20.0,0.0,0.0,1,8.262103911925117,30.0,t,Entire home/apt,Real Bed,4,t,f,flexible,True,True,True,True,False
1,1.0,1.0,20.0,0.0,0.0,0.0,1,4.797827210586206,37.29158986221078,t,Private room,Pull-out Sofa,3,f,f,moderate,False,False,False,False,False
3,1.0,2.0,99.0,20.0,90.0,50.0,3,4.662133832354414,10.0,t,Entire home/apt,Real Bed,2,f,f,strict_14_with_grace_period,True,True,False,False,False
2,2.0,1.0,50.0,0.0,0.0,0.0,1,3.9875760326493217,10.0,t,Private room,Real Bed,2,f,f,flexible,False,False,False,False,False
2,1.0,1.0,32.0,0.0,0.0,10.0,1,3.5835100795158774,48.432050059737634,t,Private room,Real Bed,3,f,f,flexible,False,False,True,False,True
2,1.0,1.0,65.0,0.0,0.0,15.0,2,3.465276598564936,55.0,t,Entire home/apt,Real Bed,2,t,f,strict_14_with_grace_period,True,False,False,False,True
