accommodates,bathrooms,bedrooms,price,cleaning_fee,security_deposit,extra_people,guests_included,distance,size,host_has_profile_pic,room_type,bed_type,minimum_nights,instant_bookable,is_business_travel_ready,cancellation_policy,Laptop_friendly_workspace,TV,Family_kid_friendly,Host_greets_you,Smoking_allowed
2,2.0,1.0,35.0,0.0,0.0,10.0,1,1.2927306910658702,61.27738030007346,t,Private room,Real Bed,3,f,f,flexible,True,False,False,False,True
2,1.0,1.0,57.0,16.0,0.0,28.0,1,3.039926622315768,67.30578938500862,t,Private room,Real Bed,1,f,f,moderate,True,True,False,True,False
5,1.0,1.0,20.0,20.0,250.0,42.0,1,8.467675440478386,10.0,t,Shared room,Real Bed,1,f,f,flexible,True,True,False,False,True
2,1.0,1.0,70.0,15.0,500.0,10.0,1,4.087894574735089,63.94474650005354,t,Entire home/apt,Real Bed,3,f,f,flexible,True,True,True,False,False
4,1.0,1.0,63.0,37.0,108.0,12.0,2,5.147454986307946,67.69240124754522,t,Entire home/apt,Real Bed,1,t,f,super_strict_30,False,True,False,False,False
4,1.0,1.0,100.0,0.0,0.0,0.0,1,3.2849645489114234,50.0,t,Entire home/apt,Real Bed,4,f,f,flexible,False,True,True,False,False
1,1.0,1.0,30.0,30.0,100.0,10.0,2,5.812516291775959,48.81672213369543,t,Private room,Real Bed,3,f,f,flexible,True,True,False,False,False
3,1.5,1.0,45.0,13.0,0.0,13.0,1,4.693312152860614,40.0,t,Private room,Real Bed,1,f,f,moderate,True,False,True,False,False
1,1.0,1.0,27.0,0.0,0.0,0.0,1,1.7584464775405784,40.816472633581576,t,Private room,Real Bed,30,f,f,strict_14_with_grace_period,False,False,False,False,False
2,1.0,1.0,59.0,0.0,0.0,20.0,1,4.76502937540559,61.16788317526385,t,Entire home/apt,Real Bed,4,f,f,moderate,True,False,True,True,False
1,1.0,1.0,40.0,10.0,0.0,0.0,1,4.9298685933552635,10.0,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,True,True,False,False,False
4,1.0,1.0,50.0,15.0,0.0,45.0,1,4.441791914737951,30.0,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,True
2,1.0,1.0,45.0,15.0,0.0,15.0,1,7.122946966005678,15.0,t,Private room,Real Bed,2,f,f,flexible,False,False,False,False,False
4,1.0,2.0,95.0,0.0,300.0,20.0,1,4.713744024528847,77.72234848316812,t,Entire home/apt,Real Bed,1,f,f,moderate,True,True,False,False,False
2,1.0,1.0,76.0,20.0,0.0,75.0,2,3.8207687758928506,95.40453370850891,t,Private room,Real Bed,3,f,f,moderate,True,False,True,False,False
2,1.0,1.0,69.0,30.0,0.0,0.0,1,4.8783663048393295,300.0,t,Entire home/apt,Real Bed,4,f,f,moderate,True,True,True,False,False
3,1.5,1.0,62.0,20.0,0.0,7.0,2,5.032783845217541,65.69954589867831,t,Entire home/apt,Real Bed,2,t,f,strict_14_with_grace_period,True,True,False,False,False
2,1.0,1.0,109.0,0.0,300.0,0.0,1,2.641257036336591,69.34283271633916,t,Entire home/apt,Real Bed,1,t,f,strict_14_with_grace_period,True,True,False,False,False
2,1.0,1.0,70.0,40.0,0.0,10.0,2,6.797487415062975,64.10936793954176,t,Entire home/apt,Real Bed,91,f,f,moderate,True,True,True,False,False
2,1.0,0.0,60.0,0.0,0.0,0.0,1,9.665903250828537,49.83274957303771,t,Private room,Real Bed,1,t,f,flexible,False,True,False,False,False
2,1.0,1.0,28.0,25.0,300.0,0.0,1,3.8971027508041436,60.0,t,Entire home/apt,Real Bed,7,f,f,moderate,False,False,False,False,False
2,1.0,1.0,29.0,0.0,0.0,0.0,1,4.566565708525589,10.0,t,Private room,Real Bed,3,f,f,moderate,True,False,False,False,False
6,1.0,2.0,99.0,29.0,400.0,5.0,4,3.8389739227133846,100.0,t,Entire home/apt,Real Bed,3,f,f,moderate,True,True,False,False,False
3,1.0,1.0,31.0,25.0,300.0,15.0,2,3.955166474035519,56.46785823093352,t,Private room,Real Bed,2,t,f,strict_14_with_grace_period,False,False,False,False,True
1,1.0,1.0,32.0,0.0,0.0,0.0,1,4.756900403375381,10.0,t,Private room,Real Bed,7,t,f,flexible,True,True,False,False,False
4,1.0,2.0,75.0,15.0,0.0,15.0,2,1.7558424052081265,70.97279916605555,t,Entire home/apt,Real Bed,2,f,f,moderate,True,True,False,False,False
2,1.0,1.0,20.0,0.0,0.0,0.0,1,5.1645867618397485,300.0,t,Private room,Real Bed,2,f,f,flexible,True,True,True,False,True
3,1.0,1.0,29.0,15.0,100.0,15.0,1,3.5797977280098587,54.3657094230921,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,False
11,2.0,5.0,227.0,89.0,0.0,25.0,6,4.857268743064598,156.3056690302395,t,Entire home/apt,Real Bed,3,f,f,strict_14_with_grace_period,True,True,True,True,False
2,2.0,1.0,35.0,0.0,0.0,0.0,1,2.211900955020353,56.12651501033058,t,Private room,Real Bed,5,f,f,flexible,False,False,False,False,False
2,1.0,1.0,45.0,0.0,0.0,0.0,1,2.7249417256845523,48.14600846212511,t,Private room,Real Bed,3,f,f,flexible,True,False,True,False,False
3,1.0,1.0,56.0,0.0,0.0,0.0,1,10.642972723330825,15.0,t,Entire home/apt,Real Bed,7,f,f,flexible,False,True,True,False,False
2,1.0,1.0,52.0,20.0,0.0,15.0,2,5.0246825367108245,30.0,t,Private room,Pull-out Sofa,3,f,f,moderate,True,False,False,False,True
4,1.0,2.0,145.0,45.0,300.0,30.0,3,4.550297572343053,103.66235992060196,t,Entire home/apt,Real Bed,2,t,f,strict_14_with_grace_period,True,True,True,True,False
2,1.0,1.0,60.0,10.0,0.0,15.0,1,1.3098077082009565,10.0,t,Private room,Real Bed,2,t,f,moderate,True,True,True,False,False
4,1.0,1.0,51.0,0.0,0.0,15.0,1,22.073213266194,54.0,t,Entire home/apt,Real Bed,3,t,f,moderate,True,True,True,True,False
2,0.5,1.0,30.0,25.0,200.0,10.0,1,1.1407424948312568,100.0,t,Private room,Real Bed,7,f,f,strict_14_with_grace_period,False,False,True,False,False
2,1.0,1.0,20.0,0.0,0.0,0.0,1,4.002785682275111,39.72148531811233,t,Private room,Real Bed,1,f,f,flexible,False,False,False,False,False
1,1.0,1.0,30.0,10.0,100.0,10.0,1,3.460539043265705,10.0,t,Private room,Real Bed,2,f,f,moderate,True,False,False,False,False
2,1.0,1.0,50.0,20.0,0.0,0.0,1,3.3174599805692204,15.0,t,Private room,Real Bed,6,t,f,moderate,True,False,False,True,False
2,1.0,1.0,75.0,20.0,0.0,15.0,1,1.803349121731217,67.88662362737162,t,Entire home/apt,Real Bed,1,f,f,moderate,False,True,False,True,False
2,1.0,1.0,50.0,15.0,150.0,0.0,1,6.775328306187579,20.0,t,Entire home/apt,Real Bed,3,f,f,strict_14_with_grace_period,True,False,False,True,False
4,1.0,1.0,33.0,16.0,0.0,26.0,1,4.9945422853776575,62.11989291044777,t,Private room,Real Bed,1,f,f,strict_14_with_grace_period,False,False,True,False,False
5,1.0,3.0,40.0,10.0,0.0,30.0,1,0.63152642122857,69.40685302080409,t,Private room,Real Bed,3,t,f,moderate,True,False,True,False,True
6,1.0,2.0,68.0,38.0,0.0,15.0,1,6.090861748055789,10.0,t,Entire home/apt,Real Bed,2,t,f,flexible,True,False,True,False,False
2,1.0,1.0,69.0,25.0,180.0,0.0,2,3.3580809047838187,59.07078254418431,t,Private room,Pull-out Sofa,1,t,f,flexible,True,False,False,False,False
4,1.0,2.0,100.0,30.0,0.0,0.0,3,1.7333886815810555,73.37574190574666,t,Entire home/apt,Real Bed,4,f,f,strict_14_with_grace_period,False,True,True,False,True
6,1.0,2.0,75.0,0.0,250.0,0.0,1,5.782599435090084,65.45913648842395,t,Entire home/apt,Real Bed,7,t,f,flexible,True,True,True,False,False
2,1.0,1.0,30.0,0.0,0.0,10.0,1,5.791815314467899,15.0,t,Private room,Real Bed,2,f,f,flexible,False,False,False,False,False
2,1.0,1.0,23.0,0.0,0.0,0.0,1,6.104702619568477,20.0,t,Private room,Real Bed,1,f,f,flexible,False,True,False,False,True
2,1.0,1.0,60.0,0.0,500.0,0.0,2,4.056957698434792,53.55487300942952,t,Entire home/apt,Real Bed,4,f,f,moderate,False,True,False,False,False
10,1.5,3.0,119.0,80.0,0.0,10.0,6,4.496609244859362,123.0,t,Entire home/apt,Real Bed,1,t,f,moderate,True,True,True,False,False
2,1.0,1.0,55.0,15.0,90.0,15.0,1,3.2100659376257927,20.0,t,Private room,Real Bed,1,f,f,flexible,False,True,False,True,True
1,1.0,1.0,15.0,30.0,300.0,0.0,1,6.307315946495748,40.233196352043635,t,Private room,Real Bed,14,f,f,flexible,False,False,False,False,False
4,1.0,1.0,95.0,25.0,250.0,25.0,2,6.268540648813128,10.0,t,Entire home/apt,Real Bed,2,f,f,strict_14_with_grace_period,True,False,True,False,False
2,1.0,1.0,50.0,0.0,0.0,0.0,1,2.090756333185594,49.99554453825003,t,Entire home/apt,Real Bed,2,t,f,flexible,True,False,False,False,True
3,1.0,1.0,37.0,0.0,0.0,0.0,1,3.8975218259330533,30.0,t,Private room,Real Bed,3,f,f,moderate,True,False,True,True,False
2,1.5,1.0,49.0,60.0,200.0,0.0,1,4.537769701456288,63.05796686087763,t,Entire home/apt,Real Bed,2,f,f,moderate,True,True,False,False,False
4,1.0,2.0,30.0,25.0,1500.0,10.0,2,5.770150280876403,72.0,t,Entire home/apt,Real Bed,7,t,f,moderate,True,False,False,False,False
2,1.0,2.0,60.0,15.0,100.0,20.0,2,6.475738870698421,62.745049413577355,t,Entire home/apt,Real Bed,2,f,f,flexible,False,False,True,False,True
2,1.0,0.0,42.0,0.0,750.0,0.0,1,9.780624826853256,46.657485270313494,t,Entire home/apt,Pull-out Sofa,2,t,f,flexible,False,True,True,False,False
2,1.0,1.0,35.0,0.0,0.0,0.0,1,4.381444055503851,44.27816754015913,t,Private room,Real Bed,5,f,f,flexible,True,True,False,True,False
2,1.0,1.0,51.0,40.0,0.0,25.0,2,3.967324822282302,66.4864183744354,t,Entire home/apt,Real Bed,3,t,f,strict_14_with_grace_period,True,True,False,False,False
3,1.0,1.0,25.0,50.0,300.0,20.0,2,1.4121603697380722,61.523727266698906,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,False,False,False,False,False
2,1.0,1.0,29.0,80.0,800.0,9.0,2,7.574769716776288,45.0,t,Entire home/apt,Real Bed,30,f,f,flexible,True,True,True,False,False
4,1.0,2.0,70.0,30.0,1000.0,0.0,1,1.5607347919653645,115.0,t,Entire home/apt,Real Bed,4,f,f,flexible,False,False,True,False,False
1,1.0,1.0,42.0,0.0,0.0,0.0,1,1.3458007185824843,25.0,t,Private room,Real Bed,3,t,f,moderate,True,True,False,False,False
4,1.0,2.0,357.0,0.0,0.0,0.0,1,1.5133439664850794,151.06142373525373,t,Entire home/apt,Real Bed,1,t,f,flexible,False,True,False,False,True
3,1.5,1.0,25.0,0.0,0.0,7.0,2,6.104799650223937,90.0,t,Private room,Real Bed,3,t,f,flexible,True,True,False,False,False
2,1.0,1.0,25.0,0.0,300.0,0.0,1,1.3458036847028536,10.0,t,Private room,Real Bed,6,f,f,flexible,False,True,False,False,False
2,1.0,1.0,30.0,20.0,0.0,10.0,1,6.152232968486843,49.45603647381198,t,Private room,Real Bed,3,t,f,moderate,False,False,False,True,False
2,1.0,1.0,35.0,10.0,0.0,10.0,1,5.687045678066143,13.0,t,Private room,Real Bed,2,f,f,flexible,True,False,False,True,False
1,1.0,1.0,40.0,0.0,0.0,0.0,1,3.9043683556125623,80.0,t,Private room,Real Bed,1,f,f,flexible,True,False,False,False,False
1,1.0,1.0,24.0,16.0,0.0,18.0,1,4.572542111483399,49.417060971977435,t,Private room,Real Bed,3,f,f,moderate,False,False,False,True,False
2,1.0,1.0,38.0,10.0,0.0,8.0,1,5.683955884303887,14.0,t,Entire home/apt,Real Bed,1,f,f,moderate,False,True,False,False,False
3,2.0,1.0,120.0,30.0,300.0,20.0,2,3.451432556280828,98.673311890976,t,Entire home/apt,Real Bed,2,f,f,moderate,True,True,True,True,False
3,1.0,1.0,42.0,37.0,108.0,10.0,2,4.037788442417234,58.530615649254045,t,Entire home/apt,Real Bed,1,t,f,super_strict_30,False,True,False,False,False
1,1.0,0.0,14.0,0.0,0.0,0.0,1,4.66708704192511,35.443409453095384,t,Private room,Real Bed,1,t,f,flexible,True,False,False,False,True
4,2.0,3.0,160.0,190.0,1500.0,80.0,3,3.9498041544979983,150.0,t,Entire home/apt,Real Bed,90,f,f,strict_14_with_grace_period,True,True,True,False,False
5,1.0,1.0,120.0,25.0,500.0,10.0,3,3.1890254760656997,15.0,t,Private room,Real Bed,2,f,f,moderate,False,False,True,False,False
2,1.0,1.0,35.0,10.0,0.0,0.0,1,4.177991806082683,22.0,t,Private room,Real Bed,5,f,f,moderate,False,False,False,True,True
3,1.0,0.0,58.0,40.0,0.0,15.0,2,3.078256491274773,66.39280217061557,t,Entire home/apt,Real Bed,2,t,f,moderate,False,False,False,False,False
2,1.5,1.0,59.0,40.0,300.0,10.0,1,5.00874813329246,68.32017411552242,t,Entire home/apt,Real Bed,7,f,f,moderate,True,False,False,False,False
2,1.0,1.0,37.0,10.0,0.0,0.0,1,1.0606034020944186,47.73687783627359,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,False,False,False,True,True
4,1.0,1.0,35.0,10.0,0.0,25.0,2,6.437993963692535,30.0,t,Private room,Real Bed,2,t,f,strict_14_with_grace_period,True,False,False,True,True
2,1.0,1.0,50.0,0.0,0.0,0.0,1,4.9275157227641495,32.0,t,Entire home/apt,Real Bed,3,t,f,strict_14_with_grace_period,False,True,True,False,False
2,1.0,1.0,30.0,4.0,0.0,20.0,2,3.92727192930904,52.5315858318343,t,Private room,Real Bed,1,f,f,moderate,True,False,False,True,False
2,1.0,1.0,23.0,0.0,0.0,0.0,1,5.5834350573320926,39.978447975564094,t,Private room,Real Bed,1,f,f,moderate,True,False,False,False,True
4,1.0,2.0,75.0,30.0,0.0,0.0,1,16.019096342941864,60.14859940979429,t,Private room,Real Bed,2,f,f,flexible,True,False,True,True,False
2,1.0,1.0,64.0,20.0,200.0,15.0,1,3.7413730472049296,54.0,t,Entire home/apt,Real Bed,15,f,f,strict_14_with_grace_period,True,True,False,True,False
5,2.0,3.0,180.0,0.0,0.0,0.0,1,4.432986730462356,220.0,t,Entire home/apt,Real Bed,2,f,f,strict_14_with_grace_period,False,False,True,False,False
2,1.5,1.0,70.0,0.0,0.0,0.0,1,0.621949081979874,62.38181518378898,t,Entire home/apt,Real Bed,3,t,f,flexible,True,True,False,False,False
2,1.0,1.0,25.0,0.0,0.0,0.0,1,3.6205482116519954,41.46146848266676,t,Entire home/apt,Real Bed,14,f,f,flexible,True,True,True,False,False
2,1.0,1.0,60.0,25.0,100.0,0.0,1,5.7411889262304685,50.0,t,Entire home/apt,Real Bed,1,f,f,flexible,False,False,False,False,True
2,1.0,1.0,47.0,25.0,0.0,0.0,1,5.6000657516413685,50.988395929857205,t,Entire home/apt,Real Bed,2,f,f,moderate,True,True,False,True,False
4,1.0,2.0,50.0,5.0,0.0,15.0,2,3.9504077314985784,60.76444452622732,t,Entire home/apt,Real Bed,2,f,f,flexible,False,False,True,False,False
1,1.0,0.0,69.0,0.0,500.0,0.0,1,5.342208401439585,30.0,t,Entire home/apt,Real Bed,30,f,f,strict_14_with_grace_period,False,True,False,False,False
1,1.0,1.0,39.0,5.0,150.0,10.0,1,1.7811166537563945,50.535522102559824,t,Private room,Real Bed,1,f,f,moderate,True,False,False,True,False
4,1.0,2.0,85.0,40.0,200.0,15.0,2,3.7173081759205373,77.40790182947762,t,Entire home/apt,Real Bed,1,f,f,moderate,True,True,True,False,False
2,1.0,1.0,70.0,20.0,0.0,0.0,1,7.616584343525424,180.0,t,Private room,Real Bed,3,f,f,moderate,True,True,True,False,False
1,1.0,1.0,30.0,10.0,0.0,15.0,1,3.3747874358111685,90.0,t,Private room,Real Bed,2,f,f,strict_14_with_grace_period,True,False,False,False,False
2,1.0,1.0,30.0,10.0,93.0,10.0,1,4.2937988035590635,49.193895175249644,t,Private room,Pull-out Sofa,2,f,f,moderate,True,False,False,True,False
2,1.0,1.0,25.0,50.0,100.0,15.0,2,5.101290150095571,10.0,t,Private room,Real Bed,1,f,f,flexible,True,False,True,False,False
4,1.0,1.0,98.0,35.0,150.0,25.0,2,0.9255988110601041,86.5863581858347,t,Entire home/apt,Real Bed,2,t,f,moderate,True,True,True,True,False
2,1.0,1.0,45.0,20.0,0.0,7.0,1,3.1838743213613454,54.04272430776891,t,Private room,Real Bed,1,f,f,flexible,True,False,True,False,True
1,1.0,1.0,20.0,0.0,0.0,0.0,2,4.904869075575462,10.0,t,Private room,Real Bed,3,f,f,moderate,False,False,False,False,False
3,1.0,1.0,55.0,20.0,0.0,0.0,3,3.4928015220859425,54.96080354269458,t,Entire home/apt,Real Bed,3,f,f,flexible,False,False,False,True,True
1,1.0,1.0,30.0,0.0,0.0,0.0,1,3.599000205218436,40.96042273531364,t,Private room,Real Bed,3,f,f,flexible,False,False,False,False,False
1,1.0,1.0,30.0,0.0,100.0,0.0,1,2.604978998416683,100.0,t,Private room,Real Bed,1,f,f,moderate,False,True,False,False,False
2,1.0,1.0,38.0,20.0,100.0,20.0,2,2.999182317985289,58.00823145104044,t,Private room,Real Bed,2,t,f,strict_14_with_grace_period,True,False,True,False,False
2,0.0,1.0,28.0,40.0,150.0,16.0,1,7.078239775699411,43.64809232796669,t,Private room,Real Bed,5,f,f,strict_14_with_grace_period,True,True,False,True,False
3,1.0,1.0,68.0,30.0,100.0,15.0,3,4.0711924150933445,67.65182398236689,t,Entire home/apt,Real Bed,3,t,f,flexible,True,True,True,False,False
2,1.0,1.0,70.0,28.0,0.0,0.0,1,3.713647477368446,59.46359647353768,t,Entire home/apt,Real Bed,28,f,f,flexible,True,True,False,True,False
4,1.0,3.0,75.0,0.0,0.0,0.0,1,6.0010938902318385,60.36550212830026,t,Entire home/apt,Real Bed,3,f,f,flexible,False,False,True,False,False
4,1.0,0.0,100.0,20.0,0.0,15.0,2,3.9923549595276415,10.0,t,Entire home/apt,Real Bed,1,f,f,flexible,True,True,False,False,False
2,1.0,0.0,40.0,30.0,0.0,5.0,1,2.4799876481116208,53.193498711150504,t,Private room,Real Bed,2,t,f,flexible,True,False,True,False,True
2,1.0,1.0,97.0,150.0,3500.0,0.0,1,3.62974648404948,96.75250086292885,t,Entire home/apt,Real Bed,7,f,f,strict_14_with_grace_period,False,True,False,False,False
2,1.0,1.0,45.0,0.0,0.0,10.0,1,5.117039039461679,51.857056342664755,t,Private room,Real Bed,5,f,f,flexible,False,False,True,False,False
2,1.0,1.0,35.0,25.0,0.0,15.0,1,1.8265738540166303,25.0,t,Private room,Real Bed,20,t,f,moderate,True,True,False,False,True
1,1.0,1.0,17.0,0.0,0.0,7.0,1,2.9688665392916898,40.46843065872254,t,Private room,Real Bed,4,t,f,moderate,True,False,True,True,True
2,1.0,1.0,58.0,0.0,0.0,0.0,1,2.0138263180038907,52.547039171381606,t,Entire home/apt,Real Bed,2,f,f,moderate,False,True,True,False,False
2,2.0,1.0,27.0,0.0,0.0,0.0,1,1.1150553504169132,10.0,t,Private room,Real Bed,4,f,f,moderate,False,True,False,False,True
2,1.0,1.0,50.0,10.0,0.0,0.0,1,3.3631925665196234,20.0,t,Private room,Real Bed,2,t,f,moderate,False,False,False,False,False
1,1.0,0.0,35.0,15.0,0.0,0.0,1,2.408323998799372,45.11326664365821,t,Private room,Real Bed,1,t,f,moderate,True,False,False,False,False
4,1.0,1.0,80.0,25.0,0.0,0.0,1,2.2789713895356507,60.0,t,Entire home/apt,Real Bed,2,t,f,moderate,True,True,False,True,False
2,1.0,1.0,22.0,0.0,0.0,0.0,1,4.863064098312152,10.0,t,Private room,Real Bed,2,t,f,moderate,True,True,False,False,False
5,1.0,2.0,50.0,50.0,300.0,25.0,2,3.028167882828728,10.0,t,Entire home/apt,Real Bed,8,f,f,strict_14_with_grace_period,True,False,False,False,False
1,1.0,1.0,10.0,0.0,0.0,0.0,1,6.812620782724433,33.26795543937367,t,Private room,Real Bed,30,t,f,strict_14_with_grace_period,True,False,True,True,False
2,1.0,1.0,40.0,0.0,0.0,20.0,1,5.355912625349304,15.0,t,Private room,Real Bed,2,f,f,flexible,True,False,False,True,False
6,1.5,3.0,80.0,80.0,0.0,0.0,1,4.951994292170659,135.0,t,Entire home/apt,Real Bed,4,f,f,moderate,True,False,True,False,False
2,1.0,1.0,35.0,80.0,250.0,0.0,1,6.126859797717851,10.0,t,Private room,Real Bed,14,f,f,flexible,False,True,True,False,False
2,1.0,1.0,40.0,0.0,0.0,0.0,1,8.617260107823911,17.0,t,Private room,Real Bed,3,t,f,flexible,True,False,False,False,True
4,1.0,2.0,63.0,40.0,200.0,30.0,2,4.805633860693292,77.13683457581283,t,Entire home/apt,Real Bed,3,t,f,moderate,True,False,True,True,False
1,1.0,1.0,35.0,0.0,0.0,5.0,1,6.078968365830634,43.83144540575908,t,Private room,Real Bed,1,t,f,flexible,True,False,False,False,True
15,3.0,5.0,270.0,105.0,200.0,15.0,1,3.6433133325044103,180.0,t,Entire home/apt,Real Bed,4,f,f,strict_14_with_grace_period,True,True,True,False,False
2,1.0,1.0,50.0,0.0,0.0,0.0,1,5.848107330633893,11.0,t,Private room,Real Bed,1,f,f,flexible,False,False,False,False,False
2,1.0,1.0,70.0,40.0,100.0,0.0,1,5.303432952419778,25.0,t,Entire home/apt,Real Bed,2,f,f,strict_14_with_grace_period,False,True,False,True,True
4,1.0,1.0,36.0,15.0,500.0,10.0,1,6.4147276065204535,15.0,t,Private room,Real Bed,2,t,f,flexible,True,False,False,True,True
8,2.0,3.0,175.0,30.0,500.0,0.0,4,2.229904911603336,15.0,t,Entire home/apt,Real Bed,2,f,f,moderate,True,True,True,False,False
4,1.0,1.0,45.0,15.0,0.0,15.0,1,8.579162523177576,20.0,t,Private room,Real Bed,2,f,f,moderate,True,True,False,True,False
2,1.0,1.0,38.0,15.0,0.0,25.0,2,6.368692410054948,20.0,t,Entire home/apt,Real Bed,25,f,f,strict_14_with_grace_period,True,True,True,False,False
2,1.0,1.0,30.0,0.0,0.0,0.0,1,4.004639554354311,10.0,t,Private room,Real Bed,2,t,f,moderate,True,True,False,False,False
2,1.0,1.0,50.0,0.0,0.0,0.0,1,5.881147196583357,65.0,t,Entire home/apt,Real Bed,2,f,f,flexible,False,False,False,False,False
6,1.0,2.0,120.0,50.0,200.0,30.0,1,1.6025500275155062,102.45103031477021,t,Entire home/apt,Real Bed,4,f,f,flexible,False,True,False,False,False
4,1.0,1.0,50.0,0.0,0.0,15.0,1,6.883100625680032,59.20688768079307,t,Private room,Real Bed,2,t,f,flexible,True,False,True,False,True
6,1.0,1.0,20.0,0.0,0.0,10.0,1,4.288544400621533,52.685189436108885,t,Shared room,Real Bed,1,t,f,flexible,True,True,False,False,False
2,1.0,1.0,50.0,0.0,0.0,0.0,1,7.798405846900394,47.51372362146789,t,Entire home/apt,Real Bed,7,t,f,flexible,True,True,False,True,False
2,1.0,1.0,44.0,0.0,0.0,0.0,1,3.350171404923462,47.55938836389783,t,Private room,Real Bed,2,t,f,flexible,False,False,False,True,True
3,1.0,1.0,35.0,12.0,0.0,15.0,3,4.442734969868381,10.0,t,Entire home/apt,Real Bed,2,f,f,strict_14_with_grace_period,True,True,False,False,False
4,1.0,2.0,80.0,45.0,300.0,25.0,1,2.8609197284914583,82.41574980816698,t,Entire home/apt,Real Bed,2,f,f,strict_14_with_grace_period,True,False,False,False,False
3,1.0,1.0,59.0,0.0,0.0,0.0,1,4.105394594777182,75.0,t,Entire home/apt,Real Bed,6,f,f,moderate,True,True,True,False,False
2,1.0,1.0,36.0,20.0,0.0,20.0,1,3.0951312594218074,57.42505762200343,t,Private room,Pull-out Sofa,20,f,f,strict_14_with_grace_period,True,True,False,True,False
1,2.0,1.0,20.0,0.0,0.0,10.0,1,3.3246207395295415,53.58834204013501,t,Private room,Real Bed,50,t,f,moderate,True,True,False,True,False
2,1.0,1.0,71.0,0.0,450.0,0.0,1,1.7908056300159585,58.25996528944742,t,Entire home/apt,Real Bed,3,f,f,moderate,False,True,False,False,False
2,1.0,1.0,26.0,5.0,0.0,25.0,1,5.799381071632558,24.0,t,Private room,Real Bed,3,t,f,moderate,False,True,False,False,True
4,1.0,1.0,94.0,45.0,0.0,12.0,2,3.749251189061652,150.0,t,Entire home/apt,Real Bed,1,t,f,moderate,True,True,False,False,False
2,1.0,1.0,36.0,30.0,500.0,10.0,1,3.890330570747602,55.40679557534127,t,Entire home/apt,Real Bed,1,t,f,moderate,True,False,True,False,False
3,1.5,1.0,29.0,10.0,0.0,5.0,1,5.507663999113419,10.0,t,Private room,Real Bed,2,t,f,flexible,True,False,False,False,True
2,1.0,1.0,37.0,0.0,0.0,13.0,1,4.430091144093859,51.06307038028797,t,Private room,Real Bed,3,f,f,flexible,False,True,False,False,False
1,1.0,1.0,40.0,0.0,0.0,10.0,1,3.7379027219482786,48.798767526224715,t,Private room,Real Bed,13,f,f,moderate,True,False,True,False,False
4,1.0,2.0,60.0,0.0,0.0,20.0,1,3.0767128769723016,15.0,t,Entire home/apt,Real Bed,4,f,f,moderate,True,True,False,False,True
4,1.0,1.0,50.0,15.0,0.0,15.0,2,2.2316189935751902,62.88053728018448,t,Private room,Real Bed,3,t,f,moderate,True,False,True,True,False
1,1.0,1.0,39.0,30.0,100.0,0.0,1,6.945325008247182,30.0,t,Entire home/apt,Real Bed,60,f,f,strict_14_with_grace_period,True,True,False,True,False
1,1.0,1.0,27.0,10.0,150.0,0.0,1,1.4326867374868597,42.85138355453775,t,Private room,Real Bed,7,f,f,flexible,True,False,False,True,False
3,1.0,2.0,54.0,30.0,0.0,10.0,2,5.6972882555221105,10.0,t,Entire home/apt,Real Bed,7,f,f,moderate,False,True,True,True,False
2,2.0,1.0,59.0,15.0,0.0,0.0,1,2.046959935450564,120.0,t,Private room,Real Bed,2,f,f,moderate,True,False,True,False,False
2,1.0,0.0,31.0,10.0,0.0,0.0,2,10.672212790213152,41.22573994301075,t,Private room,Real Bed,2,f,f,moderate,True,True,False,False,False
1,1.0,1.0,55.0,35.0,1000.0,0.0,1,9.089016290452193,54.67734491511098,t,Entire home/apt,Real Bed,7,f,f,moderate,True,True,False,False,False
2,1.0,1.0,35.0,0.0,0.0,0.0,1,0.9490504106725856,21.0,t,Private room,Real Bed,1,f,f,flexible,False,False,False,False,True
4,1.0,1.0,85.0,15.0,0.0,15.0,1,2.6476208664064886,85.0,t,Entire home/apt,Real Bed,2,f,f,moderate,True,False,True,False,False
3,1.0,1.0,80.0,0.0,1000.0,0.0,1,4.189290488525492,63.996865291636865,t,Entire home/apt,Real Bed,2,f,f,strict_14_with_grace_period,True,False,False,False,False
2,1.0,1.0,48.0,0.0,1000.0,0.0,1,4.638263346472129,51.64527409669161,t,Entire home/apt,Real Bed,7,f,f,strict_14_with_grace_period,True,False,False,False,False
2,2.0,1.0,28.0,0.0,0.0,10.0,1,1.0293427369443615,59.188619419405356,t,Private room,Real Bed,3,t,f,moderate,False,False,False,False,True
2,1.0,1.0,50.0,20.0,0.0,20.0,1,6.923749016771642,60.16686050373264,t,Entire home/apt,Real Bed,1,f,f,strict_14_with_grace_period,True,True,False,False,True
2,1.0,1.0,65.0,15.0,0.0,0.0,1,2.6121278055549038,56.5680007960001,t,Private room,Real Bed,2,t,f,moderate,False,False,False,True,False
2,1.0,1.0,39.0,25.0,500.0,10.0,2,3.0132472201297418,50.0,t,Private room,Real Bed,1,t,f,moderate,True,True,False,False,False
